for	vor
füse	Füße
warn	waren
eiss	Eis
Körten	könnten
tröpfschen	Tröpfchen
gegesen	gegessen
abgelekt	abgeleckt
mer	mehr
trauig	traurig
allle	alle
Eisdile	Eisdiele
schpasiren	spazieren
fält	fällt
siene	seine
gugt	guckt
legt	leckt
Bonden	Boden
bestelen	bestellen
abkrikt	abkriegt
jezt	jetzt
feil	weil
bisien	bisschen
bekomt	bekommt
dichr	dir
imer	immer
rumtergefalen	runtergefallen
haz	hats
ekltra	extra
frolich	fröhlich
hte	hatte
dar	da
ede	Idee
gluklich	glücklich
natulich	natürlich
glucklich	glücklich
wen	wenn
nich	nicht
gschrden	gestorben
si-	sie
geseigt	gezeigt
gelegt	geleckt
krigt	kriegt
belschen	Bällchen
Eisman	Eismann
last	lasst
äuch	euch
schmeken	schmecken
geen	gehen
miten	mitten
hoen	hohen
aufzusteen	aufzustehen
schocklade	Schokolade
Mächen	Mädchen
hatetn	hatten
heist	heißt
gekaut	gekauft
Eistoropfchen	Eiströpfchen
inden	indem
kafen	kaufen
giept	gibt
frölig	fröhlich
bies	bis
ein	Eis
iest	ist
wa	war
eima	einmal
Mechen	Mädchen
froeunde	Freunde
shönne	schöne
friche	frische
könen	können
zvay	zwei
eime	eine
Erberkugl	Erdbeerkugel
biete	bitte
dakechön	dankeschön
seit	sei
krist	kriegst
keie	keine
Das	dass
nist	nichts
gegiben	gegeben
merz	merkst
runtafelt	runterfällt
ubs	ups
schmils	schmilz
es	ist
toch	doch
schlagte	schleckte
steupart	stolpert
hatt	hat
teielte	teilte
Eistand	Eisstand
Spater	Später
Eisorte	Eissorte
wolen	wollen
chded	steht
Eischdan	Eisstand
schbazieren	spazieren
istt	isst
schabert	schlabbert
äber	aber
hielft	hilft
varwiert	verwirrt
Schbazieren	spazieren
Aeis	Eis
äsen	essen
Kaufem	kaufen
sisch	sich
ahen	ein
isd	ist
waend	weint
taelt	teilt
auh	auch
wahren	waren
unterwex	unterwegs
na	nach
laft	lauft
fuss	Fuß
schnapt	schnappt
lktt	leckt
runtar	runter
trösded	tröstet
frojt	freut
hulen	holen
geStolpat	gestolpert
trareg	traurig
likt	leckt
besjen	bisschen
Sen	sein
send	sind
glügleg	glücklich
Gischichte	Geschichte
gegen	gegangen
gestrpt	gestolpert
rundtgefalen	runtergefallen
töstet	tröstet
glükich	glücklich
gimd	gibt
geschmolsen	geschmolzen
denn	den
gestolbart	gestolpert
legd	leckt
fun	von
feind	weint
fawel	Waffel
witer	wieder
had	hat
chest	jetzt
EisferKafer	Eisverkäufer
Eietrofen	Eistropfen
fresen	fressen
Eisi	Eis
Kipt	gibt
huse	Hause
Eeischtant	Eisstand
tröpfen	Tropfen
ausgerunscht	ausgerutscht
aufgegesen	aufgegessen
tajlt	teilt
Betagt	bedankt
geganen	gegangen
ham	haben
gans	ganz
Dol-	doll
mär	mehr
Eede	Idee
getlt	geteilt
beid	beide
wolt	wollt
fnt	fängt
llt	fällt
nien	nein
wl	will
aas	das
Bonen	Boden
frat	fragt
Wek	Weg
hinLang	entlang
ligt	liegt
schlegt	schleckt
Jetz	jetzt
Jeber	jeder
Abbar	Aber
Wil	will
Aaus	aus
Pözlich	Plötzlich
Felt	fällt
Troset	tröstet
jetz	jetzt
Frolich	fröhlich
Schrant	Strand
sparihen	spazieren
stük	Stück
sparzihen	spazieren
Schokoladeeis	Schokoladeneis
erdbere	Erdbeere
gestolpat	gestolpert
aufzusten	aufzustehen
Lekte	leckte
giengen	gingen
falen	fallen
ruscht	rutscht
ärdbärsorte	Erdbeersorte
ausgeruncht	ausgerutscht
rundergefalen	runtergefallen
getroßtet	getröstet
müchte	möchte
Ject	Jetzt
rent	rennt
un	und
abzuleken	abzulecken
gebelt	gebellt
Sparziren	spazieren
plözlich	plötzlich
caufen	kaufen
Trobfen	Tropfen
Freud	freut
esstt	esst
gomt	kommt
Keb	geb
Tier	dir
bisen	bisschen
Wida	wieder
fro	froh
einß	eins
eiß	Eis
gem	gehen
Ichm	ihrem
trofew	tropfen
stelt	stellt
Beim	Bein
esset	esst
uamen	umarmen
Schockokugel	Schokokugel
Spatziren	spazieren
Stolpad	stolpert
edwas	etwas
Jest	Jetzt
eim	ein
Velt	fällt
aufangen	auffangen
gelink	geling
Weind	weint
renen	rennen
inner	immer
Eisferkeufer	Eisverkäufer
mich	nicht
gesin	gesehen
walte	wollte
schu	Schuh
getriten	getreten
runtagefalen	runtergefallen
gtaiet	geteilt
di	die
kuge	Kugel
Zitrune	Zitrone
hatu	hatte
ertber	Erdbeer
simt	sind
gegongen	gegangen
sonigen	sonnigen
Eisschtarnd	Eisstand
Etber	Erdbeer
blauber	Blaubeer
schokolarde	Schokolade
wanile	Vanille
schwop	schwupp
Auer	Aua
drekg	dreckig
wok	weg
kom	komm
Schtolpert	stolpert
flikt	fliegt
spasiren	spazieren
stolpart	stolpert
ubrig	übrig
möschten	möchten
schmlzt	schmilzt
geteielt	geteilt
frölisch	fröhlich
slekten	schleckten
rante	rannte
Frölig	fröhlich
ganse	ganze
Wafel	Waffel
zufriden	zufrieden
ire	ihre
sa	sah
untz	uns
geschtäupat	gestolpert
one	ohne
Eistile	Eisdiele
etbere	Erdbeere
fefaminz	Pfefferminz
Vanele	Vanille
ertbere	Erdbeere
runtagehfafen	runtergefallen
ertberEis	Erdbeereis
VaneleEis	Vanilleeis
gehmensem	gemeinsam
gesuhte	Geschichte
farabredet	verabredet
aulz	als
bezalten	bezahlten
fersuchte	versuchte
abzubkomen	abzubekommen
his	hieß
zwa	zwar
iehr	ihr
reten	retten
wirglich	wirklich
lib	lieb
spangen	sprangen
genomen	genommen
kläfte	kläffte
fil	fiel
krigen	kriegen
abgipt	abgibt
imer-	immer
ken	gehen
Fek	weg
dai	bei
kumt	kommt
Fanken	fangen
fel	fiel
tailen	teilen
fan	waren
küklich	glücklich
stopate	stolperte
Fil	fiel
des	das
basidt	passiert
geffaen	gefallen
geffalen	gefallen
geweit	geweint
gafeurt	gefreut
geffeurt	gefreut
steulpat	stolpert
una	und
gi	ging
ais	Eis
runaa	runter
waj	zwei
Eissaten	Eissorten
steupate	stolperte
rande	rannte
ncht	nicht
geschaft	geschafft
Trenen	Tränen
stug	Stück
waeiter	weiter
slegten	schleckten
schlegte	schleckte
Kauffen	kaufen
genuch	genug
gelt	Geld
hollen	holen
sii	sie
komt	kommt
moste	möchte
kogel	Kugel
wüt	wird
glüglis	glücklich
glugeis	glücklich
noh	noch
som	zum
ronter	runter
ghen	gehen
stölpert	stolpert
wall	voll
hen	hin
ghebt	gebt
Sint	sind
ner	einer
eistile	Eisdiele
tropt	tropft
toroPfen	Tropfen
en	den
beden	Boden
inuber	hinüber
frout	freut
wek	weg
bede	beide
geckauft	gekauft
gechteld	gestellt
trönte	tröste
erdberEis	Erdbeereis
Mänchen	Mädchen
haeit	heißt
kleket	kleckert
waeint	weint
elt	hält
tzufriden	zufrieden
Leken	lecken
Trofft	tropft
fehllt	fällt
durschgedred	durchgedreht
spazirgang	Spaziergang
spziren	spazieren
huuse	Hause
gegange	gegangen
chat	hat
gekugt	gekuckt
Gen	gehen
Feld	fällt
kugt	kuckt
büse	böse
gruklich	glücklich
schmiltzt	schmilzt
steupat	stolpert
stet	steht
Sic	sich
Aein	ein
nac	nach
turft	tropft
trfen	Tropfen
As	Eis
Schtupt	stolpert
tüset	tröstet
ima	immer
Vaitah	weiter
geb	gib
fnüle	fröhlich
wegegangen	weggegangen
vonn	von
derkekt	direkt
iren	ihren
amal	einmal
stehn	stehen
bisin	bisschen
gegben	gegeben
wata	weiter
inen	ihnen
nah	nach
gechischte	Geschichte
spaziren	spazieren
apleken	ablecken
faln	fallen
EisMan	Eismann
Gejen	Gehen
schpazin	spazieren
schtolapt	stolpert
Est	esst
Traurisch	traurig
Gipt	gibt
Ais	Eis
Imer	immer
schpasin	spazieren
einmol	einmal
metchen	Mädchen
hiesen	hießen
ferlezt	verletzt
fäld	fällt
Parg	Park
sparziren	spazieren
Dar	Da
Eiswargen	Eiswagen
biesjen	bisschen
lert	leckt
Plölzlich	Plötzlich
raurich	traurig
helte	Hälfte
Hollen	holen
wiell	will
nemt	nehmt
sakte	sagte
Jahr	Ja
wielzt	willst
Gipst	gibst
enmal	einmal
abr	aber
ferkeufer	Verkäufer
angekukt	angekuckt
Wolte	wollte
gelekt	geleckt
im	Ihm
hatz	hats
geschmekt	geschmeckt
Schnel	schnell
hingerant	hingerannt
Apgegeben	abgegeben
getruken	getrunken
seineem	seinem
abgegben	abgegeben
sin	sind
Hlten	holten
grose	große
kleterGerüst	Klettergerüst
Stelte	stellte
Stolpate	stolperte
SaKte	sagte
hir	hier
Krikst	kriegst
sane	seine
water	weiter
spatziet	spaziert
vollte	wollte
unterweks	unterwegs
tropht	tropft
uhmgeckbt	umgekippt
Eiswahrenstand	Eiswarenstand
belte	bellte
WeiJel	weil
Hingefalen	hingefallen
tiaurich	traurig
weiel	weil
Ken	kein
Ap	ab
Siend	sind
Gchtoipat	gestolpert
runagalen	runtergefallen
getalt	geteilt
bein	beim
nahase	nachhause
traufiech	traurig
drausen	draußen
spatziren	spazieren
gluk	Glück
gestolbert	gestolpert
Freind	Freund
einein	einen
auser	außer
beckommen	bekommen
weck	weg
dannach	danach
Sain	sein
ain	ein
geJn	gehen
Esen	essen
Ferbredeten	verabredeten
pak	Park
hunt	Hund
pfalen	fallen
gut	guckt
bann	dann
Ler	leer
frülhoch	fröhlich
bai	bei
komen	kommen
est	esst
trpfen	Tropfen
gantz	ganz
vil	fiel
vrakte	fragte
zuvriden	zufrieden
Eistrofen	Eistropfen
vält	fällt
val	weil
irn	ihren
gaze	ganz
ihma	immer
nor	noch
gülisch	glücklich
var	war
Geschte	Geschichte
aiswargen	Eiswagen
schtolpert	stolpert
vam	vom
teite	teilte
hunde-	Hunde
stellte-	stellte
HodogStand	Hotdogstand
Hodogs	Hotdogs
gigessen	gegessen
ferletzt	verletzt
Hodog	Hotdog
leuft	läuft
gehkomen	gekommen
Dannach	Danach
sröstet	tröstet
Auf-	Auf
siet	sieht
Loli	Lolli
wan	wann
voantas	woanders
fatet	wartet
Telefoniret	telefoniert
Telefonirt	telefoniert
sakt	sagt
isch	ich
hengt	hängt
Hte	Hatte
gsagt	gesagt
Okey	Okay
brings	bringst
tu	du
geduldigt	geduldig
For	vor
alz	als
Gekomen	gekommen
ht	hat
abhaun	abhauen
FuterNapf	Futternapf
Wa	war
Fro	froh
Ferschwundene	verschwundene
weis	weiß
aussied	aussieht
ligen	liegen
aufgehhängt	aufgehängt
sehtzt	setzt
Stieft	Stift
vartet	wartet
dies	bis
Anuft	anruft
wem	wenn
aufSchreiden	aufschreiben
dei	bei
Loll	Lolli
mall	mal
ferschwundene	verschwundene
suchd	sucht
henkt	hängt
setel	Zettel
su	zu
umamen	umarmen
Hate	hatte
wor	war
micht	nicht
Hote	hatte
ssurükgeden	zurückgeben
Hot	hat
luch	Lutscher
klept	klebt
jetztt	jetzt
geschek	Geschenk
überalle	überall
fienet	findet
trene	Träne
nachrich	Nachricht
wida	wieder
ferschwunde	verschwundene
ferschwunden	verschwunden
Reihn	rein
Tiesch	Tisch
Fülehr	Füller
speter	später
Glüklicher	glücklicher
lolie	Lolli
Postas	Posters
fur	für
Glucklich	glücklich
afaren	erfahren
klingen	klingeln
umdamd	umarmt
Hengt	hängt
Stekbriefen	Steckbriefen
weill	weil
Ferschwunden	verschwunden
Televon	Telefon
Freunt	Freund
gevunden	gefunden
gelechelt	gelächelt
wircklich	wirklich
Lolipop	Lollipop
sovort	sofort
surt	sucht
Henkt	hängt
awf	auf
wadet	wartet
ruwft	ruft
Gefonden	gefunden
Glöglich	glücklich
wnd	und
Mitberart	mitgebracht
Glöklich	glücklich
omtamt	umarmt
olökrich	glücklich
nehbehn	neben
hauch	auch
gehsagt	gesagt
Fernster	Fenster
vroh	froh
umamt	umarmt
watet	wartet
sietz	sitz
hasst	hast
Strorße	Straße
biss	bis
kleft	kläfft
öfnette	öffnete
umamten	umarmten
Hunt	Hund
velore	verloren
suchzetel	Suchzettel
plöslie	plötzlich
klingete	klingelte
gefunde	gefunden
shie	sie
überglüklich	überglücklich
getrent	getränt
geschng	Geschenk
risen	riesen
Huge	Hunger
überglüglich	überglücklich
frauschien	Frauchen
Zuchause	zuhause
hemand	jemand
geknudelt	geknuddelt
Soger	Sogar
entlig	endlich
halo	Hallo
hade	habe
kome	komme
sofart	sofort
fenzter	Fenster
gekukt	gekuckt
gfreut	gefreut
telefonnuner	Telefonnummer
s	es
nigst	nix
fütern	Füttern
hägt	hängt
Vud	Und
bs	bis
kligelt	klingelt
tellefon	Telefon
gesag	gesagt
venzter	Fenster
umamd	umarmt
glücklig	glücklich
vun	und
vermist	vermisst
werded	werdet
Pa	paar
faloren	verloren
keina	keiner
gemeldt	gemeldet
gefrojt	gefreut
gekomen	gekommen
weinent	weinend
sagd	sagt
bite	bitte
Drükt	drückt
rausgestelt	rausgestellt
Hemant	Jemand
ahn	an
aus-	aus
Glüklich-	glücklich
loli	Lolli
und-	und
überlekt	überlegt
könte	könnte
binkt	bringt
Fensta	Fenster
farmist	vermisst
ihrn	ihren
überal	überall
niemant	niemand
gehfunden	gefunden
brinkt	bringt
drükt	drückt
Alls	als
Hud	Hund
loly	Lolli
uber	über
ferloren	verloren
kleibt	klebt
Plakarte	Plakate
kammt	kamt
Futer	Futter
sizt	sitzt
Zimer	Zimmer
fals	falls
virtelstunde	Viertelstunde
wiedr	wieder
hüpt	hüpft
Pfuter	Futter
farschwundene	verschwundene
plakt	Plakat
apgebildet	abgebildet
wel	weil
gfunden	gefunden
feude	Freude
Lolie	Lolli
klingeld	klingelt
tüar	Tür
Rend	rennt
Drausen	draußen
ni	nie
henkte	hängte
gewatet	gewartet
fräulich	fröhlich
har	hat
wirt	wird
ser-	sehr
shenkt	schenkt
puster	Poster
geöfnet	geöffnet
Ferschwunde	verschwundene
Weder	Wieder
gerand	gerannt
rirre	ihrer
drustete	tröstete
aufhengen	aufhängen
muste	musste
nachtbar	Nachbar
Minut	Minute
Schelte	schellte
ubergluglich	überglücklich
umande	umarmte
Zetel	Zettel
klinget	klingelt
Magen	Morgen
paster's	Posters
ueggelaufen	weggelaufen
negßten	nächsten
ua	war
trairig	traurig
nach	noch
geiner	keiner
angerifen	angerufen
gefresen	gefressen
mitgebrart	mitgebracht
plakten	Plakaten
angerofen	angerufen
biesien	bisschen
güklich	glücklich
imt	nimmt
sgt	sagt
erleichtard	erleichtert
LoLi	Lolli
angeLomen	angekommen
kukd	kuckt
fnster	Fenster
Hundefter	Hundefutter
fulerschale	Futterschale
par	paar
sikunden	Sekunden
Speter	später
freudetrenen	Freudentränen
umamte	umarmte
fras	fraß
Hundfuter	Hundefutter
hänkt	hängt
schdet	steht
Telefonnumer	Telefonnummer
vreute	freute
Klinelt	klingelt
luza	Lutscher
Posta	Poster
fourschwunden	verschwunden
aufgehent	aufgehängt
uau	wau
gelasen	gelassen
Lutscha	Lutscher
blagate	Plakate
wegelaufen	weggelaufen
wate	warte
Plötlich	Plötzlich
gucht	guckt
sien	sein
fütter	Futter
augehengt	aufgehängt
zerzweilfett	verzweifelt
gehmaht	gemacht
fehlt	fällt
Du	Da
sizs	sitz
gluglich	glücklich
koft	klopft
voten	Pfoten
Tur	Tür
irhen	ihren
futer	Futter
lucher	Lutscher
gechite	Geschichte
sein	sien
Numer	Nummer
geschriben	geschrieben
Telefonselle	Telefonzelle
klinge	klingel
Plakte	Plakate
ferschwuden	verschwunden
überalh	überall
hengen	hängen
emand	jemand
anruffen	anrufen
würd	würde
watete	wartete
watte	wartete
nimand	niemand
rufd	ruft
kommaen	kommen
ttrenen	Tränen
Entlich	Endlich
fran	freuen
glebt	klebt
siht	sieht
irgendwan	irgendwann
Sagd	sagt
forbei	vorbei
tühr	Tür
Sacht	sagt
schmekt	schmeckt
dah	da
hente	hängte
esten	ersten
heruter	herunter
iner	immer
lanzan	langsam
wut	wurde
besokt	besorgt
feruckt	verrückt
klinklelink	klingeling
klink	kling
traurik	traurig
gefeut	gefreut
verlohren	verloren
säter	später
Kurtz	Kurz
ieren	ihren
ferloen	verloren
wass	was
tuen	tun
Anrft	Anruft
Tellefon	Telefon
Halo	Hallo
gefunten	gefunden
schbete	später
diendan	dingdong
Fenste	Fenster
Hundefuter	Hundefutter
Gescheng	Geschenk
Madschen	Mädchen
Eiemal	Einmal
jemamd	jemand
Angruf	Anruf
Stat	Stadt
mach	nach
kan	kam
Verlorne	verlorene
wail	weil
warted	wartet
Stul	Stuhl
dengt	denkt
soford	sofort
gink	ging
Burgersteik	Bürgersteig
hecktig	hektisch
sar	sah
zimlich	ziemlich
redem	jedem
endlaufen	entlaufen
glingelte	klingelte
telfon	Telefon
forsichtik	vorsichtig
nete	nette
kante	kannte
kleich	gleich
herrein	herein
hegt	hängt
Blakate	Plakate
kett	geht
Uhrplözlich	urplötzlich
umarmdend	umarmten
ferlorene	verlorene
hies	hieß
mächer	Mädchen
ferschwant	verschwand
bilda	Bilder
jmant	jemand
froint	Freund
namh	nahm
fris	friss
wekgerant	weggerannt
wated	wartet
traureg	traurig
angerrufen	angerufen
zurükgekomin	zurückgekommen
weder	wieder
zurüggekomen	zurückgekommen
Lole	Lolli
hal	hat
wik	weg
hent	hängt
wartt	wartet
Antort	Antwort
plöztge	plötzlich
Fröden	Freude
Kingt	klingelt
Geschßent	Geschenk
Risen	riesen
Lauli	Lolli
glemnd	klemmt
baglade	Plakate
fand	Wand
bagladen	Plakaten
fewar	war
ferdich	fertig
geforden	geworden
draurich	traurig
biei	bei
zimer	Zimmer
hand	hat
gelmben	gelben
fileg	Füller
hendi	Handy
gesangnd	gesagt
gom	komm
der	dir
frdichgeind	Freudigkeit
gefeind	geweint
gesen	gesehen
hande	hatte
gebelnd	gebellt
geglingelnd	geklingelt
aufgemachnd	aufgemacht
mist	mit
geseingnd	gezeigt
geleufen	gelaufen
umarmnd	umarmt
suhrt	sucht
ichren	ihren
Klenl	Klingeln
Last	lasst
Schdift	Stift
lart	lacht
Klenlt	klingelt
Luscher	Lutscher
froit	freut
fensta	Fenster
froiit	freut
knikt	kriegt
Flu	Flur
maht	macht
soagen	Sorgen
frakt	fragt
gehsen	gesehen
Weill	weil
gukt	guckt
Schbigel	Spiegel
überaschung	Überraschung
umam	umarm
hundefuter	Hundefutter
telefonirt	telefoniert
umarmnt	umarmt
wehgen	wegen
geschengt	geschenkt
Loly	Lolli
nim	nimm
vorloren	verloren
häten	hängten
zätl	Zettel
Hllo	Hallo
bis	bins
gefunen	gefunden
fochbie	vorbei
Dreien	rein
Laucher	Lutscher
gächt	gebracht
hazt	hast
Te	The
Plockate	Plakate
fermist	vermisst
Kugte	kuckte
sonzt	sonst
haus	haust
walm	weil
jemant	jemand
jemat	jemand
tur	Tür
bäld	bellt
zeteln	Zetteln
sietzt	sitzt
umamnt	umarmt
futert	futtert
Klepte	klebte
stul	Stuhl
kukte	kuckte
lechelte	lächelte
worher	vorher
Bbätter	Blätter
Jemad	jemand
Geschek	Geschenk
weckgelaufen	weggelaufen
haber	aber
ga	gar
nicksten	nächsten
frest	fresst
wigen	wegen
Trauegen	traurigen
frags	fragt
has	hast
plackate	Plakate
aufgehengt	aufgehängt
ofen	offen
aleine	alleine
One	ohne
beser	besser
Keht	geht
Kukut	kuckt
Füla	Füller
flent	flennt
Würsichin	Würstchen
Ketan	getan
Freund,in	Freundin
kefunden	gefunden
klinelt	klingelt
luche	Lutscher
Frud	freut
famist	vermisst
hon	schon
gerfrüut	gefreut
Weckgehlaufen	weggelaufen
dis	bis
früt	freut
rausch	raus
geden	geben
freschen	fressen
faschwundene	verschwundene
klienelt	klingelt
sargt	sagt
mus	muss
fehnster	Fenster
darr	da
schutelt	schüttelt
abens	abends
suhcht	sucht
suhchtplakat	Suchplakat
numer	Nummer
gmelde	gemeldet
bkarm	bekam
gefönden	gefunden
haustüra	Haustüre
alls	alles
widr	wieder
dol	doll
Stad	Stadt
hänckte	hängte
nemand	niemand
juhnge	Junge
hholo	hallo
diech	dich
schonn	schon
bieschen	bisschen
Mituden	Minuten
schperter	später
horte	hörte
taz	das
laehte	lachte
winer	wieder
Ires	ihres
Frü	Früh
Stit	steht
amf	auf
kukct	kuckt
nurkemzwo	nirgendwo
stit	steht
git	geht
Wastet	wartet
nab	hab
schurch	schon
beschlosen	beschlossen
hegen	hängen
Telofonnumer	Telefonnummer
rase=	Rasse
nartürlisch	natürlich
Anru=f	Anruf
gefonden	gefunden
bes=chlosen	beschlossen
gleisch	gleich
gap	gab
sofard	sofort
adrese	Adresse
gehörd	gehört
belen	Bellen
gluglis=ch	glücklich
soger	sogar
ausgeschteld	rausgestellt
du	da
umarmd	umarmt
sofurd	sofort
gescheng	Geschenk
dunke	danke
Liebed	lieber
gefeld	gefehlt
geschteld	gestellt
lip	lieb
nochmalß	nochmals
Steckbrife	Steckbriefe
traurg	traurig
wemand	jemand
Kricht	kriegt
freundentrenen	Freudentränen
famiste	vermisste
Kuke	kucke
schtift	Stift
hant	Hand
Telofonire	telefoniere
frole	freue
encklich	endlich
klngelt	klingelt
gehlaufen	gelaufen
auserdem	außerdem
findes	findest
Lolly	Lolli
plakarte	Plakate
Fnster	Fenster
freud	freut
seher	sehr
Fresen	Fressen
hingeselt	hingestellt
angrufen	angerufen
ersaunt	erstaunt
gfragt	gefragt
op	ob
sahr	sah
wicht	wischt
Lutcher	Lutscher
mitgbracht	mitgebracht
gesichte	Geschichte
glafen	gelaufen
vermiszetel	Vermisstzettel
nigs	nix
gerüjet	gerührt
zun	zum
Gluk	Glück
kluklich	glücklich
Fermist	vermisst
sich	sie
gechent	gehängt
Kukt	kuckt
telofonichet	telefoniert
Var	war
lolipop	Lollipop
seigt	zeigt
gecht	geht
yemant	jemand
Kugt	kuckt
fohr	vor
biessien	bisschen
Telefonumer	Telefonnummer
lechelt	lächelt
unger	Hunger
rgeht	geht
weinnent	weinend
Strasen	Straßen
Wende	Wände
Fota	Foto
aufgehangt	aufgehängt
weist	weißt
tatzechlich	tatsächlich
kingelt	klingelt
Ferlohren	verloren
plackarte	Plakate
giehng	ging
Dunn	Dann
kliengelte	klingelte
gehgangen	gegangen
cklingelte	klingelte
Tühr	Tür
Lutschelr	Lutscher
enkt	hängt
nimat	niemand
Kesen	gesehen
Huse	Hause
kekan	gegangen
Kefaint	geweint
fua	vor
Telefun	Telefon
sain	sein
Fruint	Freund
ankerufen	angerufen
Kefruit	gefreut
wekgelaufen	weggelaufen
Sekbrife	Steckbriefe
futernopf	Futternapf
schlus	Schluss
falid	verliert
schpanzin	spazieren
tarlisch	traurig
telefornert	telefoniert
wekgelafen	weggelaufen
augehangen	aufgehangen
Waind	weint
Weck	weg
uartet	wartet
Telewoniniem	telefonieren
froin	freuen
froien	freuen
nimant	niemand
Trokenfutter	Trockenfutter
keines	kleines
Mätchen	Mädchen
Pakatte	Plakate
klibt	klebt
aluer	aber
zuh	zur
Tuhe	Türe
deurl	doll
deuldlih	deutlich
unarmen	umarmen
fsest	fresst
abet	aber
laragsama	langsamer
gehenkt	gehängt
gesehn	gesehen
Brigen	bringen
oke	okay
gloglich	glücklich
