wen	wenn	40
nich	nicht	109
gschrden	gestorben	1
si-	sie	1
geseigt	gezeigt	1
gelegt	geleckt	2
krigt	kriegt	17
belschen	Bällchen	1
Eisman	Eismann	5
last	lasst	18
äuch	euch	1
schmeken	schmecken	1
geen	gehen	2
miten	mitten	4
hoen	hohen	1
aufzusteen	aufzustehen	1
schocklade	Schokolade	1
Mächen	Mädchen	8
hatetn	hatten	1
heist	heißt	14
gekaut	gekauft	2
Eistoropfchen	Eiströpfchen	1
inden	indem	1
kafen	kaufen	2
giept	gibt	1
frölig	fröhlich	3
bies	bis	6
ein	Eis	1
iest	ist	2
wa	war	27
eima	einmal	1
Mechen	Mädchen	1
froeunde	Freunde	2
shönne	schöne	1
friche	frische	1
könen	können	7
zvay	zwei	1
eime	eine	3
Erberkugl	Erdbeerkugel	1
biete	bitte	3
dakechön	dankeschön	1
seit	sei	1
krist	kriegst	2
keie	keine	1
Das	dass	30
nist	nichts	2
gegiben	gegeben	1
merz	merkst	1
runtafelt	runterfällt	1
ubs	ups	2
schmils	schmilz	1
es	ist	1
toch	doch	1
schlagte	schleckte	1
steupart	stolpert	1
hatt	hat	67
teielte	teilte	1
Eistand	Eisstand	1
Spater	Später	1
Eisorte	Eissorte	1
wolen	wollen	8
chded	steht	1
Eischdan	Eisstand	1
schbazieren	spazieren	1
istt	isst	2
schabert	schlabbert	1
äber	aber	1
hielft	hilft	1
varwiert	verwirrt	1
Schbazieren	spazieren	1
Aeis	Eis	2
äsen	essen	1
Kaufem	kaufen	1
sisch	sich	4
ahen	ein	1
isd	ist	3
waend	weint	1
taelt	teilt	1
auh	auch	9
wahren	waren	7
unterwex	unterwegs	1
na	nach	12
laft	lauft	2
fuss	Fuß	1
schnapt	schnappt	2
lktt	leckt	1
runtar	runter	1
trösded	tröstet	1
frojt	freut	1
hulen	holen	1
geStolpat	gestolpert	1
trareg	traurig	1
likt	leckt	1
besjen	bisschen	1
Sen	sein	1
send	sind	1
glügleg	glücklich	1
Gischichte	Geschichte	1
gegen	gegangen	2
gestrpt	gestolpert	1
rundtgefalen	runtergefallen	1
töstet	tröstet	1
glükich	glücklich	1
gimd	gibt	2
geschmolsen	geschmolzen	1
denn	den	87
gestolbart	gestolpert	1
legd	leckt	1
fun	von	1
feind	weint	5
fawel	Waffel	1
witer	wieder	1
had	hat	4
chest	jetzt	2
EisferKafer	Eisverkäufer	1
Eietrofen	Eistropfen	1
fresen	fressen	2
Eisi	Eis	1
Kipt	gibt	1
huse	Hause	3
Eeischtant	Eisstand	1
tröpfen	Tropfen	1
ausgerunscht	ausgerutscht	1
aufgegesen	aufgegessen	2
tajlt	teilt	1
Betagt	bedankt	1
geganen	gegangen	9
ham	haben	2
gans	ganz	30
Dol-	doll	1
mär	mehr	2
Eede	Idee	2
getlt	geteilt	2
beid	beide	2
wolt	wollt	1
fnt	fängt	1
llt	fällt	1
nien	nein	1
wl	will	1
aas	das	1
Bonen	Boden	1
frat	fragt	1
Wek	Weg	2
hinLang	entlang	1
ligt	liegt	14
schlegt	schleckt	2
Jetz	jetzt	7
Jeber	jeder	1
Abbar	Aber	1
Wil	will	3
Aaus	aus	1
Pözlich	Plötzlich	2
Felt	fällt	6
Troset	tröstet	1
jetz	jetzt	17
Frolich	fröhlich	1
Schrant	Strand	1
sparihen	spazieren	1
stük	Stück	2
sparzihen	spazieren	1
Schokoladeeis	Schokoladeneis	1
erdbere	Erdbeere	1
gestolpat	gestolpert	2
aufzusten	aufzustehen	2
Lekte	leckte	2
giengen	gingen	2
falen	fallen	10
ruscht	rutscht	3
ärdbärsorte	Erdbeersorte	1
ausgeruncht	ausgerutscht	1
rundergefalen	runtergefallen	3
getroßtet	getröstet	1
müchte	möchte	1
Ject	Jetzt	1
rent	rennt	96
un	und	34
abzuleken	abzulecken	1
gebelt	gebellt	31
Sparziren	spazieren	2
plözlich	plötzlich	19
caufen	kaufen	1
Trobfen	Tropfen	1
Freud	freut	5
esstt	esst	1
gomt	kommt	3
Keb	geb	1
Tier	dir	1
bisen	bisschen	3
Wida	wieder	1
fro	froh	23
einß	eins	1
eiß	Eis	5
gem	gehen	1
Ichm	ihrem	1
trofew	tropfen	1
stelt	stellt	2
Beim	Bein	1
esset	esst	1
uamen	umarmen	1
Schockokugel	Schokokugel	1
Spatziren	spazieren	4
Stolpad	stolpert	1
edwas	etwas	1
Jest	Jetzt	1
eim	ein	5
Velt	fällt	1
aufangen	auffangen	1
gelink	geling	1
Weind	weint	7
renen	rennen	27
inner	immer	1
Eisferkeufer	Eisverkäufer	1
mich	nicht	1
gesin	gesehen	1
walte	wollte	1
schu	Schuh	1
getriten	getreten	1
runtagefalen	runtergefallen	1
gtaiet	geteilt	1
di	die	11
kuge	Kugel	1
Zitrune	Zitrone	1
hatu	hatte	1
ertber	Erdbeer	1
simt	sind	1
gegongen	gegangen	1
sonigen	sonnigen	8
Eisschtarnd	Eisstand	1
Etber	Erdbeer	1
blauber	Blaubeer	1
schokolarde	Schokolade	1
wanile	Vanille	1
schwop	schwupp	1
Auer	Aua	1
drekg	dreckig	1
wok	weg	1
kom	komm	28
Schtolpert	stolpert	2
flikt	fliegt	3
spasiren	spazieren	1
stolpart	stolpert	1
ubrig	übrig	2
möschten	möchten	1
schmlzt	schmilzt	1
geteielt	geteilt	1
frölisch	fröhlich	1
slekten	schleckten	1
rante	rannte	76
Frölig	fröhlich	1
ganse	ganze	7
Wafel	Waffel	2
zufriden	zufrieden	15
ire	ihre	16
sa	sah	13
untz	uns	1
geschtäupat	gestolpert	1
one	ohne	7
Eistile	Eisdiele	1
etbere	Erdbeere	1
fefaminz	Pfefferminz	1
Vanele	Vanille	1
ertbere	Erdbeere	1
runtagehfafen	runtergefallen	1
ertberEis	Erdbeereis	1
VaneleEis	Vanilleeis	1
gehmensem	gemeinsam	1
gesuhte	Geschichte	1
farabredet	verabredet	1
aulz	als	1
bezalten	bezahlten	2
fersuchte	versuchte	5
abzubkomen	abzubekommen	1
his	hieß	4
zwa	zwar	2
iehr	ihr	1
reten	retten	4
wirglich	wirklich	3
lib	lieb	1
spangen	sprangen	1
genomen	genommen	39
kläfte	kläffte	2
fil	fiel	5
krigen	kriegen	7
abgipt	abgibt	1
imer-	immer	1
ken	gehen	2
Fek	weg	1
dai	bei	3
kumt	kommt	1
Fanken	fangen	1
fel	fiel	1
tailen	teilen	1
fan	waren	1
küklich	glücklich	1
stopate	stolperte	1
Fil	fiel	1
des	das	3
basidt	passiert	1
geffaen	gefallen	1
geffalen	gefallen	3
geweit	geweint	1
gafeurt	gefreut	1
geffeurt	gefreut	1
steulpat	stolpert	1
una	und	3
gi	ging	2
ais	Eis	3
runaa	runter	1
waj	zwei	1
Eissaten	Eissorten	1
steupate	stolperte	1
rande	rannte	5
ncht	nicht	3
geschaft	geschafft	22
Trenen	Tränen	10
stug	Stück	2
waeiter	weiter	1
slegten	schleckten	1
schlegte	schleckte	1
Kauffen	kaufen	1
genuch	genug	1
gelt	Geld	4
hollen	holen	6
sii	sie	2
komt	kommt	54
moste	möchte	1
kogel	Kugel	1
wüt	wird	1
glüglis	glücklich	1
glugeis	glücklich	1
noh	noch	4
som	zum	1
ronter	runter	2
ghen	gehen	3
stölpert	stolpert	1
wall	voll	1
hen	hin	2
ghebt	gebt	1
Sint	sind	2
ner	einer	1
eistile	Eisdiele	1
tropt	tropft	1
toroPfen	Tropfen	1
en	den	2
beden	Boden	1
inuber	hinüber	1
frout	freut	1
wek	weg	31
bede	beide	1
geckauft	gekauft	2
gechteld	gestellt	1
trönte	tröste	1
erdberEis	Erdbeereis	1
Mänchen	Mädchen	2
haeit	heißt	3
kleket	kleckert	1
waeint	weint	1
elt	hält	1
tzufriden	zufrieden	1
Leken	lecken	2
Trofft	tropft	1
fehllt	fällt	1
durschgedred	durchgedreht	1
spazirgang	Spaziergang	4
spziren	spazieren	1
huuse	Hause	1
gegange	gegangen	3
chat	hat	8
gekugt	gekuckt	8
Gen	gehen	3
Feld	fällt	2
kugt	kuckt	45
büse	böse	1
gruklich	glücklich	1
schmiltzt	schmilzt	1
steupat	stolpert	1
stet	steht	21
Sic	sich	1
Aein	ein	1
nac	nach	6
turft	tropft	1
trfen	Tropfen	1
As	Eis	1
Schtupt	stolpert	1
tüset	tröstet	1
ima	immer	3
Vaitah	weiter	1
geb	gib	1
fnüle	fröhlich	1
wegegangen	weggegangen	2
vonn	von	1
derkekt	direkt	1
iren	ihren	25
amal	einmal	2
stehn	stehen	13
bisin	bisschen	2
gegben	gegeben	2
wata	weiter	1
inen	ihnen	6
nah	nach	4
gechischte	Geschichte	1
spaziren	spazieren	21
apleken	ablecken	1
faln	fallen	4
EisMan	Eismann	1
Gejen	Gehen	1
schpazin	spazieren	1
schtolapt	stolpert	1
Est	esst	2
Traurisch	traurig	1
Gipt	gibt	1
Ais	Eis	2
Imer	immer	1
schpasin	spazieren	1
einmol	einmal	1
metchen	Mädchen	2
hiesen	hießen	1
ferlezt	verletzt	1
fäld	fällt	6
Parg	Park	2
sparziren	spazieren	4
Dar	Da	11
Eiswargen	Eiswagen	1
biesjen	bisschen	1
lert	leckt	1
Plölzlich	Plötzlich	4
raurich	traurig	1
helte	Hälfte	1
Hollen	holen	1
wiell	will	2
nemt	nehmt	9
sakte	sagte	7
Jahr	Ja	2
wielzt	willst	1
Gipst	gibst	1
enmal	einmal	1
abr	aber	3
ferkeufer	Verkäufer	1
angekukt	angekuckt	4
Wolte	wollte	3
gelekt	geleckt	2
im	Ihm	1
hatz	hats	2
geschmekt	geschmeckt	1
Schnel	schnell	2
hingerant	hingerannt	1
Apgegeben	abgegeben	1
getruken	getrunken	1
seineem	seinem	1
abgegben	abgegeben	1
sin	sind	13
Hlten	holten	1
grose	große	2
kleterGerüst	Klettergerüst	1
Stelte	stellte	1
Stolpate	stolperte	1
SaKte	sagte	1
hir	hier	50
Krikst	kriegst	1
sane	seine	2
water	weiter	3
spatziet	spaziert	1
vollte	wollte	2
unterweks	unterwegs	3
tropht	tropft	1
uhmgeckbt	umgekippt	1
Eiswahrenstand	Eiswarenstand	1
belte	bellte	60
WeiJel	weil	1
Hingefalen	hingefallen	1
tiaurich	traurig	1
weiel	weil	8
Ken	kein	1
Ap	ab	2
Siend	sind	1
Gchtoipat	gestolpert	1
runagalen	runtergefallen	1
getalt	geteilt	1
bein	beim	3
nahase	nachhause	2
traufiech	traurig	1
drausen	draußen	54
spatziren	spazieren	11
gluk	Glück	2
gestolbert	gestolpert	1
Freind	Freund	1
einein	einen	1
auser	außer	7
beckommen	bekommen	3
weck	weg	26
dannach	danach	11
Sain	sein	1
ain	ein	3
geJn	gehen	1
Esen	essen	1
Ferbredeten	verabredeten	1
pak	Park	2
hunt	Hund	6
pfalen	fallen	1
gut	guckt	4
bann	dann	3
Ler	leer	1
frülhoch	fröhlich	1
bai	bei	1
komen	kommen	12
est	esst	4
trpfen	Tropfen	1
gantz	ganz	6
vil	fiel	1
vrakte	fragte	1
zuvriden	zufrieden	1
Eistrofen	Eistropfen	1
vält	fällt	1
val	weil	2
irn	ihren	1
gaze	ganz	2
ihma	immer	1
nor	noch	1
gülisch	glücklich	1
var	war	2
Geschte	Geschichte	1
aiswargen	Eiswagen	1
schtolpert	stolpert	1
vam	vom	1
teite	teilte	1
hunde-	Hunde	1
stellte-	stellte	1
HodogStand	Hotdogstand	2
Hodogs	Hotdogs	1
gigessen	gegessen	2
ferletzt	verletzt	3
Hodog	Hotdog	1
leuft	läuft	27
gehkomen	gekommen	1
Dannach	Danach	8
sröstet	tröstet	1
Auf-	Auf	1
siet	sieht	50
Loli	Lolli	113
wan	wann	3
voantas	woanders	1
fatet	wartet	1
Telefoniret	telefoniert	1
Telefonirt	telefoniert	2
sakt	sagt	11
isch	ich	3
hengt	hängt	93
Hte	Hatte	1
gsagt	gesagt	2
Okey	Okay	17
brings	bringst	1
tu	du	8
geduldigt	geduldig	1
For	vor	3
alz	als	6
Gekomen	gekommen	1
ht	hat	7
abhaun	abhauen	1
FuterNapf	Futternapf	1
Wa	war	1
Fro	froh	5
Ferschwundene	verschwundene	2
weis	weiß	23
aussied	aussieht	1
ligen	liegen	5
aufgehhängt	aufgehängt	1
sehtzt	setzt	2
Stieft	Stift	6
vartet	wartet	3
dies	bis	1
Anuft	anruft	1
wem	wenn	1
aufSchreiden	aufschreiben	1
dei	bei	5
Loll	Lolli	1
mall	mal	15
ferschwundene	verschwundene	3
suchd	sucht	1
henkt	hängt	31
setel	Zettel	1
su	zu	7
umamen	umarmen	9
Hate	hatte	8
wor	war	3
micht	nicht	1
Hote	hatte	1
ssurükgeden	zurückgeben	1
Hot	hat	2
luch	Lutscher	1
klept	klebt	3
jetztt	jetzt	1
geschek	Geschenk	1
überalle	überall	1
fienet	findet	1
trene	Träne	1
nachrich	Nachricht	1
wida	wieder	6
ferschwunde	verschwundene	1
ferschwunden	verschwunden	20
Reihn	rein	1
Tiesch	Tisch	1
Fülehr	Füller	1
speter	später	15
Glüklicher	glücklicher	1
lolie	Lolli	4
Postas	Posters	6
fur	für	5
Glucklich	glücklich	4
afaren	erfahren	1
klingen	klingeln	3
umdamd	umarmt	1
Hengt	hängt	8
Stekbriefen	Steckbriefen	1
weill	weil	14
Ferschwunden	verschwunden	5
Televon	Telefon	3
Freunt	Freund	5
gevunden	gefunden	2
gelechelt	gelächelt	1
wircklich	wirklich	3
Lolipop	Lollipop	19
sovort	sofort	5
surt	sucht	2
Henkt	hängt	4
awf	auf	3
wadet	wartet	1
ruwft	ruft	1
Gefonden	gefunden	1
Glöglich	glücklich	1
wnd	und	5
Mitberart	mitgebracht	1
Glöklich	glücklich	1
omtamt	umarmt	1
olökrich	glücklich	1
nehbehn	neben	1
hauch	auch	1
gehsagt	gesagt	4
Fernster	Fenster	2
vroh	froh	1
umamt	umarmt	11
watet	wartet	22
sietz	sitz	1
hasst	hast	4
Strorße	Straße	1
biss	bis	8
kleft	kläfft	3
öfnette	öffnete	1
umamten	umarmten	4
Hunt	Hund	4
velore	verloren	2
suchzetel	Suchzettel	2
plöslie	plötzlich	1
klingete	klingelte	5
gefunde	gefunden	3
shie	sie	1
überglüklich	überglücklich	4
getrent	getränt	1
geschng	Geschenk	1
risen	riesen	2
Huge	Hunger	1
überglüglich	überglücklich	2
frauschien	Frauchen	1
Zuchause	zuhause	1
hemand	jemand	1
geknudelt	geknuddelt	4
Soger	Sogar	1
entlig	endlich	1
halo	Hallo	1
hade	habe	5
kome	komme	6
sofart	sofort	2
fenzter	Fenster	3
gekukt	gekuckt	11
gfreut	gefreut	2
telefonnuner	Telefonnummer	1
s	es	6
nigst	nix	1
fütern	Füttern	1
hägt	hängt	2
Vud	Und	1
bs	bis	1
kligelt	klingelt	13
tellefon	Telefon	1
gesag	gesagt	3
venzter	Fenster	2
umamd	umarmt	3
glücklig	glücklich	4
vun	und	1
vermist	vermisst	40
werded	werdet	1
Pa	paar	2
faloren	verloren	4
keina	keiner	6
gemeldt	gemeldet	1
gefrojt	gefreut	1
gekomen	gekommen	10
weinent	weinend	13
sagd	sagt	4
bite	bitte	6
Drükt	drückt	2
rausgestelt	rausgestellt	1
Hemant	Jemand	1
ahn	an	1
aus-	aus	3
Glüklich-	glücklich	1
loli	Lolli	32
und-	und	2
überlekt	überlegt	1
könte	könnte	11
binkt	bringt	1
Fensta	Fenster	3
farmist	vermisst	1
ihrn	ihren	2
überal	überall	24
niemant	niemand	1
gehfunden	gefunden	2
brinkt	bringt	6
drükt	drückt	4
Alls	als	1
Hud	Hund	2
loly	Lolli	2
uber	über	12
ferloren	verloren	18
kleibt	klebt	1
Plakarte	Plakate	15
kammt	kamt	2
Futer	Futter	4
sizt	sitzt	14
Zimer	Zimmer	4
fals	falls	9
virtelstunde	Viertelstunde	1
wiedr	wieder	1
hüpt	hüpft	1
Pfuter	Futter	1
farschwundene	verschwundene	1
plakt	Plakat	1
apgebildet	abgebildet	2
wel	weil	2
gfunden	gefunden	4
feude	Freude	4
Lolie	Lolli	15
klingeld	klingelt	9
tüar	Tür	1
Rend	rennt	1
Drausen	draußen	6
ni	nie	2
henkte	hängte	3
gewatet	gewartet	4
fräulich	fröhlich	1
har	hat	2
wirt	wird	7
ser-	sehr	2
shenkt	schenkt	1
puster	Poster	1
geöfnet	geöffnet	2
Ferschwunde	verschwundene	1
Weder	Wieder	1
gerand	gerannt	16
rirre	ihrer	1
drustete	tröstete	1
aufhengen	aufhängen	5
muste	musste	24
nachtbar	Nachbar	2
Minut	Minute	1
Schelte	schellte	1
ubergluglich	überglücklich	1
umande	umarmte	1
Zetel	Zettel	5
klinget	klingelt	6
Magen	Morgen	1
paster's	Posters	1
ueggelaufen	weggelaufen	1
negßten	nächsten	2
ua	war	1
trairig	traurig	1
nach	noch	4
geiner	keiner	2
angerifen	angerufen	1
gefresen	gefressen	3
mitgebrart	mitgebracht	1
plakten	Plakaten	1
angerofen	angerufen	1
biesien	bisschen	1
güklich	glücklich	1
imt	nimmt	1
sgt	sagt	6
erleichtard	erleichtert	1
LoLi	Lolli	4
angeLomen	angekommen	1
kukd	kuckt	1
fnster	Fenster	1
Hundefter	Hundefutter	1
fulerschale	Futterschale	1
par	paar	23
sikunden	Sekunden	1
Speter	später	1
freudetrenen	Freudentränen	4
umamte	umarmte	5
fras	fraß	10
Hundfuter	Hundefutter	1
hänkt	hängt	6
schdet	steht	1
Telefonnumer	Telefonnummer	15
vreute	freute	1
Klinelt	klingelt	1
luza	Lutscher	1
Posta	Poster	8
fourschwunden	verschwunden	1
aufgehent	aufgehängt	1
uau	wau	1
gelasen	gelassen	6
Lutscha	Lutscher	8
blagate	Plakate	3
wegelaufen	weggelaufen	5
wate	warte	2
Plötlich	Plötzlich	2
gucht	guckt	1
sien	sein	6
fütter	Futter	2
augehengt	aufgehängt	1
zerzweilfett	verzweifelt	1
gehmaht	gemacht	1
fehlt	fällt	16
Du	Da	1
sizs	sitz	1
gluglich	glücklich	6
koft	klopft	1
voten	Pfoten	2
Tur	Tür	5
irhen	ihren	4
futer	Futter	16
lucher	Lutscher	1
gechite	Geschichte	1
sein	sien	2
Numer	Nummer	9
geschriben	geschrieben	6
Telefonselle	Telefonzelle	1
klinge	klingel	1
Plakte	Plakate	5
ferschwuden	verschwunden	1
überalh	überall	1
hengen	hängen	3
emand	jemand	2
anruffen	anrufen	1
würd	würde	3
watete	wartete	7
watte	wartete	2
nimand	niemand	5
rufd	ruft	4
kommaen	kommen	1
ttrenen	Tränen	1
Entlich	Endlich	2
fran	freuen	1
glebt	klebt	2
siht	sieht	24
irgendwan	irgendwann	1
Sagd	sagt	2
forbei	vorbei	10
tühr	Tür	1
Sacht	sagt	1
schmekt	schmeckt	1
dah	da	12
hente	hängte	2
esten	ersten	1
heruter	herunter	1
iner	immer	1
lanzan	langsam	1
wut	wurde	1
besokt	besorgt	1
feruckt	verrückt	2
klinklelink	klingeling	2
klink	kling	1
traurik	traurig	5
gefeut	gefreut	1
verlohren	verloren	3
säter	später	1
Kurtz	Kurz	3
ieren	ihren	5
ferloen	verloren	1
wass	was	6
tuen	tun	3
Anrft	Anruft	1
Tellefon	Telefon	2
Halo	Hallo	5
gefunten	gefunden	1
schbete	später	1
diendan	dingdong	1
Fenste	Fenster	11
Hundefuter	Hundefutter	6
Gescheng	Geschenk	2
Madschen	Mädchen	1
Eiemal	Einmal	1
jemamd	jemand	1
Angruf	Anruf	1
Stat	Stadt	3
mach	nach	3
kan	kam	2
Verlorne	verlorene	2
wail	weil	1
warted	wartet	13
Stul	Stuhl	3
dengt	denkt	8
soford	sofort	3
gink	ging	1
Burgersteik	Bürgersteig	1
hecktig	hektisch	1
sar	sah	8
zimlich	ziemlich	2
redem	jedem	1
endlaufen	entlaufen	2
glingelte	klingelte	2
telfon	Telefon	1
forsichtik	vorsichtig	1
nete	nette	1
kante	kannte	3
kleich	gleich	1
herrein	herein	7
hegt	hängt	5
Blakate	Plakate	2
kett	geht	1
Uhrplözlich	urplötzlich	1
umarmdend	umarmten	1
ferlorene	verlorene	5
hies	hieß	8
mächer	Mädchen	1
ferschwant	verschwand	1
bilda	Bilder	4
jmant	jemand	1
froint	Freund	3
namh	nahm	1
fris	friss	3
wekgerant	weggerannt	2
wated	wartet	1
traureg	traurig	3
angerrufen	angerufen	1
zurükgekomin	zurückgekommen	1
weder	wieder	2
zurüggekomen	zurückgekommen	1
Lole	Lolli	2
hal	hat	1
wik	weg	2
hent	hängt	1
wartt	wartet	2
Antort	Antwort	1
plöztge	plötzlich	1
Fröden	Freude	1
Kingt	klingelt	1
Geschßent	Geschenk	1
Risen	riesen	1
Lauli	Lolli	1
glemnd	klemmt	1
baglade	Plakate	1
fand	Wand	1
bagladen	Plakaten	1
fewar	war	1
ferdich	fertig	1
geforden	geworden	1
draurich	traurig	2
biei	bei	1
zimer	Zimmer	4
hand	hat	20
gelmben	gelben	1
fileg	Füller	1
hendi	Handy	2
gesangnd	gesagt	2
gom	komm	1
der	dir	1
frdichgeind	Freudigkeit	1
gefeind	geweint	2
gesen	gesehen	33
hande	hatte	2
gebelnd	gebellt	1
geglingelnd	geklingelt	1
aufgemachnd	aufgemacht	1
mist	mit	1
geseingnd	gezeigt	1
geleufen	gelaufen	1
umarmnd	umarmt	1
suhrt	sucht	1
ichren	ihren	1
Klenl	Klingeln	1
Last	lasst	7
