original|corrected|filename|freq_ori|freq_cor|freq_tup
eien|eine|01-049-2-III-Eis.csv|2|9|1
dan|dann|01-049-2-III-Eis.csv|627|651|621
Nachause|nachhause|01-049-2-III-Eis.csv|1|10|1
Lekt|leckt|01-049-2-III-Eis.csv|4|42|4
siech|sich|01-054-2-III-Eis.csv|24|55|24
wolte|wollte|01-054-2-III-Eis.csv|173|201|173
gehmergt|gemerkt|01-054-2-III-Eis.csv|1|10|1
das|dass|01-054-2-III-Eis.csv|985|1017|981
wolte|wollte|01-054-2-III-Eis.csv|173|201|173
gehttropft|getropft|01-054-2-III-Eis.csv|1|2|1
glüglich|glücklich|01-054-2-III-Eis.csv|18|163|18
das|dass|01-054-2-III-Eis.csv|985|1017|981
bekomen|bekommen|01-054-2-III-Eis.csv|19|31|18
gefalen|gefallen|01-054-2-III-Eis.csv|50|69|50
ristig|richtig|01-054-2-III-Eis.csv|1|9|1
glüglist|glücklich|01-054-2-III-Eis.csv|1|163|1
is|iss|01-054-2-III-Eis.csv|19|2|1
schnel|schnell|01-054-2-III-Eis.csv|60|76|60
Hinther|hinterher|01-054-2-III-Eis.csv|1|38|1
sint|sind|01-057-2-III-Eis.csv|20|66|20
i|in|01-057-2-III-Eis.csv|2|21|1
eiswargen|Eiswagen|01-057-2-III-Eis.csv|1|3|1
si|sie|01-057-2-III-Eis.csv|51|86|46
ei|ein|01-057-2-III-Eis.csv|5|26|4
gen|gehen|01-057-2-III-Eis.csv|31|78|31
unt|und|01-057-2-III-Eis.csv|30|106|30
sih|sie|01-057-2-III-Eis.csv|11|86|8
leken|lecken|01-057-2-III-Eis.csv|14|17|14
schtoiper|stolper|01-057-2-III-Eis.csv|1|1|1
Fersucht|versucht|01-057-2-III-Eis.csv|1|43|1
sih|sie|01-057-2-III-Eis.csv|11|86|8
lerken|lecken|01-057-2-III-Eis.csv|1|17|1
unt|und|01-057-2-III-Eis.csv|30|106|30
gept|gebt|01-057-2-III-Eis.csv|1|3|1
Fos|was|01-057-2-III-Eis.csv|1|15|1
aP|ab|01-057-2-III-Eis.csv|1|30|1
gen|gehen|01-057-2-III-Eis.csv|31|78|31
fer|wenn|01-057-2-III-Eis.csv|1|46|1
si|sie|01-057-2-III-Eis.csv|51|86|46
nisct|nicht|01-057-2-III-Eis.csv|1|135|1
gechareln|gestorben|01-057-2-III-Eis.csv|1|9|1
si|sie|01-057-2-III-Eis.csv|51|86|46
Hete|heute|01-057-2-III-Eis.csv|1|1|1
gescholpat|gestolpert|01-058-2-III-Eis.csv|1|14|1
traurisch|traurig|01-058-2-III-Eis.csv|8|119|8
Glicklich|glücklich|01-058-2-III-Eis.csv|1|163|1
haten|hatten|01-058-2-III-Eis.csv|53|55|53
spazirn|spazieren|01-060-2-III-Eis.csv|1|116|1
kamm|kam|01-060-2-III-Eis.csv|100|129|100
lekte|leckte|01-060-2-III-Eis.csv|9|14|9
Plözlich|Plötzlich|01-060-2-III-Eis.csv|47|117|45
viel|fiel|01-060-2-III-Eis.csv|28|45|26
hien|hin|01-060-2-III-Eis.csv|3|17|3
Pölzlich|Plötzlich|01-060-2-III-Eis.csv|2|117|2
weite|weiter|01-060-2-III-Eis.csv|10|17|3
Eisstant|Eisstand|01-061-2-III-Eis.csv|2|8|2
gehet|geht|01-061-2-III-Eis.csv|6|85|6
schildst|schmilzt|01-061-2-III-Eis.csv|1|3|1
frist|frisst|01-061-2-III-Eis.csv|30|38|30
abat|aber|01-061-2-III-Eis.csv|1|60|1
felt|fällt|01-061-2-III-Eis.csv|93|198|90
Aba|Aber|01-061-2-III-Eis.csv|12|19|12
gipt|gibt|01-061-2-III-Eis.csv|18|42|18
wider|wieder|01-061-2-III-Eis.csv|178|207|178
glüglich|glücklich|01-061-2-III-Eis.csv|18|163|18
holn|holen|01-063-2-III-Eis.csv|2|11|2
pasirt|passiert|01-063-2-III-Eis.csv|18|75|18
steuperte|stolperte|01-063-2-III-Eis.csv|1|7|1
werlirt|verliert|01-063-2-III-Eis.csv|1|5|1
Schnapen|schnappen|01-063-2-III-Eis.csv|1|4|1
runtergefalen|runtergefallen|01-063-2-III-Eis.csv|12|28|12
net|nett|01-063-2-III-Eis.csv|1|1|1
pag|Park|01-064-2-III-Eis.csv|1|15|1
Dan|Dann|01-064-2-III-Eis.csv|188|197|185
fengt|fängt|01-064-2-III-Eis.csv|12|29|12
Dan|Dann|01-064-2-III-Eis.csv|188|197|185
stolpat|stolpert|01-064-2-III-Eis.csv|9|27|9
ir|ihr|01-064-2-III-Eis.csv|27|40|27
felt|fällt|01-064-2-III-Eis.csv|93|198|90
ir|ihr|01-064-2-III-Eis.csv|27|40|27
dan|dann|01-064-2-III-Eis.csv|627|651|621
taeilt|teilt|01-064-2-III-Eis.csv|1|6|1
dan|dann|01-064-2-III-Eis.csv|627|651|621
nimt|nimmt|01-065-2-III-Eis.csv|45|56|44
Vanile|Vanille|01-065-2-III-Eis.csv|1|4|1
Erdbere|Erdbeere|01-065-2-III-Eis.csv|2|5|2
nimt|nimmt|01-065-2-III-Eis.csv|45|56|44
Valtmeister|Waldmeister|01-065-2-III-Eis.csv|1|1|1
Erdbere|Erdbeere|01-065-2-III-Eis.csv|2|5|2
sackt|sagt|01-065-2-III-Eis.csv|6|52|6
pas|pass|01-065-2-III-Eis.csv|8|10|8
gefalen|gefallen|01-065-2-III-Eis.csv|50|69|50
sackt|sagt|01-065-2-III-Eis.csv|6|52|6
ide|Idee|01-065-2-III-Eis.csv|12|34|12
tud|tut|01-065-2-III-Eis.csv|1|6|1
helfte|Hälfte|01-065-2-III-Eis.csv|2|3|2
van|von|01-065-2-III-Eis.csv|4|76|4
reinn|rein|01-065-2-III-Eis.csv|1|8|1
si|sie|01-065-2-III-Eis.csv|51|86|46
sinnd|sind|01-065-2-III-Eis.csv|1|66|1
dan|dann|01-065-2-III-Eis.csv|627|651|621
si|sie|01-065-2-III-Eis.csv|51|86|46
Vun|Und|01-073-2-III-Eis.csv|1|11|1
jerz|jetzt|01-073-2-III-Eis.csv|1|75|1
gehin|gehen|01-073-2-III-Eis.csv|1|78|1
eina|einer|01-073-2-III-Eis.csv|4|9|4
fälen|fallen|01-073-2-III-Eis.csv|1|25|1
schin|schön|01-073-2-III-Eis.csv|2|5|2
runt|runter|01-073-2-III-Eis.csv|2|60|2
Dan|Dann|01-073-2-III-Eis.csv|188|197|185
schdolpak|stolpert|01-073-2-III-Eis.csv|1|27|1
irh|ihr|01-073-2-III-Eis.csv|2|40|2
ist|isst|01-073-2-III-Eis.csv|55|57|54
isst|ist|01-073-2-III-Eis.csv|5|33|5
ser|sehr|01-073-2-III-Eis.csv|44|67|44
taurisch|traurig|01-073-2-III-Eis.csv|1|119|1
fürlich|fröhlich|01-073-2-III-Eis.csv|1|92|1
ist|isst|01-073-2-III-Eis.csv|55|57|54
tild|teilt|01-073-2-III-Eis.csv|1|6|1
gehn|gehen|01-073-2-III-Eis.csv|20|78|20
Glüklich|glücklich|01-073-2-III-Eis.csv|7|163|7
spatzieren|spazieren|01-074-2-III-Eis.csv|19|116|19
glüklich|glücklich|01-074-2-III-Eis.csv|54|163|54
gekrigt|gekriegt|01-075-2-III-Eis.csv|6|15|6
Aba|Aber|01-075-2-III-Eis.csv|12|19|12
ban|dann|01-075-2-III-Eis.csv|3|651|3
kaput|kaputt|01-075-2-III-Eis.csv|88|126|88
dan|dann|01-075-2-III-Eis.csv|627|651|621
ausgeruscht|ausgerutscht|01-075-2-III-Eis.csv|1|9|1
runba|runter|01-075-2-III-Eis.csv|1|60|1
gegan|gegangen|01-075-2-III-Eis.csv|6|57|6
Dan|Dann|01-075-2-III-Eis.csv|188|197|185
runda|runter|01-075-2-III-Eis.csv|4|60|4
gefalen|gefallen|01-075-2-III-Eis.csv|50|69|50
hate|hatte|01-075-2-III-Eis.csv|400|427|400
gessen|gegessen|01-075-2-III-Eis.csv|1|21|1
Dan|Dann|01-075-2-III-Eis.csv|188|197|185
hate|hatte|01-075-2-III-Eis.csv|400|427|400
fon|von|01-075-2-III-Eis.csv|63|76|61
hate|hatte|01-075-2-III-Eis.csv|400|427|400
bisjen|bisschen|01-075-2-III-Eis.csv|3|57|3
dan|dann|01-075-2-III-Eis.csv|627|651|621
hate|hatte|01-075-2-III-Eis.csv|400|427|400
jeda|jeder|01-075-2-III-Eis.csv|4|6|4
bisjen|bisschen|01-075-2-III-Eis.csv|3|57|3
jeda|jeder|01-075-2-III-Eis.csv|4|6|4
wil|will|01-077-2-III-Eis.csv|95|157|95
fon|von|01-077-2-III-Eis.csv|63|76|61
weit|weint|01-077-2-III-Eis.csv|3|67|1
glülisch|glücklich|01-077-2-III-Eis.csv|2|163|2
wal|weil|01-077-2-III-Eis.csv|23|82|22
fon|von|01-077-2-III-Eis.csv|63|76|61
ruter|runter|01-077-2-III-Eis.csv|4|60|4
teiel|teil|01-077-2-III-Eis.csv|1|1|1
sit|ist|01-077-2-III-Eis.csv|32|33|2
glülisch|glücklich|01-077-2-III-Eis.csv|2|163|2
Hart|hat|01-077-2-III-Eis.csv|1|131|1
bekomen|bekommen|01-077-2-III-Eis.csv|19|31|18
sint|sind|01-088-2-III-Eis.csv|20|66|20
EisStant|Eisstand|01-088-2-III-Eis.csv|2|8|2
sint|sind|01-088-2-III-Eis.csv|20|66|20
dan|dann|01-088-2-III-Eis.csv|627|651|621
dan|dann|01-088-2-III-Eis.csv|627|651|621
dan|dann|01-088-2-III-Eis.csv|627|651|621
getroft|getropft|01-088-2-III-Eis.csv|1|2|1
dan|dann|01-088-2-III-Eis.csv|627|651|621
dan|dann|01-088-2-III-Eis.csv|627|651|621
felt|fällt|01-088-2-III-Eis.csv|93|198|90
si|sie|01-088-2-III-Eis.csv|51|86|46
dan|dann|01-088-2-III-Eis.csv|627|651|621
fersucht|versucht|01-088-2-III-Eis.csv|29|43|29
esen|essen|01-088-2-III-Eis.csv|22|14|12
dan|dann|01-088-2-III-Eis.csv|627|651|621
Had|hat|01-088-2-III-Eis.csv|1|131|1
gegesch|gegessen|01-088-2-III-Eis.csv|1|21|1
si|sie|01-090-2-III-Eis.csv|51|86|46
gen|gehen|01-090-2-III-Eis.csv|31|78|31
frölich|fröhlich|01-090-2-III-Eis.csv|51|92|51
aufsten|Aufstehen|01-090-2-III-Eis.csv|1|1|1
giebt|gibt|01-090-2-III-Eis.csv|16|42|15
sig|sie|01-090-2-III-Eis.csv|1|86|1
frölich|fröhlich|01-090-2-III-Eis.csv|51|92|51
wiel|will|01-097-2-III-Eis.csv|52|157|47
unden|unten|01-097-2-III-Eis.csv|2|5|2
kaput|kaputt|01-097-2-III-Eis.csv|88|126|88
Schlekt|schleckt|01-097-2-III-Eis.csv|1|4|1
steupert|stolpert|01-097-2-III-Eis.csv|1|27|1
geteit|geteilt|01-097-2-III-Eis.csv|1|6|1
sient|sind|01-097-2-III-Eis.csv|4|66|3
glüklisch|glücklich|01-097-2-III-Eis.csv|1|163|1
gehn|gehen|01-102-2-III-Eis.csv|20|78|20
üüber|über|01-102-2-III-Eis.csv|1|35|1
fräut|freut|01-102-2-III-Eis.csv|1|42|1
eIu|Eis|01-102-2-III-Eis.csv|1|30|1
ruhr|Ruhe|01-102-2-III-Eis.csv|1|1|1
wil|will|01-105-2-III-Eis.csv|95|157|95
ach|auch|01-105-2-III-Eis.csv|1|19|1
felt|fällt|01-105-2-III-Eis.csv|93|198|90
frist|frisst|01-105-2-III-Eis.csv|30|38|30
hingfallen|hingefallen|01-105-2-III-Eis.csv|1|11|1
runtergefalen|runtergefallen|01-108-2-III-Eis.csv|12|28|12
wider|wieder|01-108-2-III-Eis.csv|178|207|178
samelt|sammelt|01-108-2-III-Eis.csv|1|2|1
gehn|gehen|01-110-2-III-Eis.csv|20|78|20
jeda|jeder|01-110-2-III-Eis.csv|4|6|4
krikt|kriegt|01-110-2-III-Eis.csv|8|51|8
dan|dann|01-110-2-III-Eis.csv|627|651|621
gehn|gehen|01-110-2-III-Eis.csv|20|78|20
si|sie|01-110-2-III-Eis.csv|51|86|46
leken|lecken|01-110-2-III-Eis.csv|14|17|14
irem|ihrem|01-110-2-III-Eis.csv|11|13|11
feld|fällt|01-110-2-III-Eis.csv|11|198|11
feld|fällt|01-110-2-III-Eis.csv|11|198|11
dan|dann|01-110-2-III-Eis.csv|627|651|621
töst|tröstet|01-110-2-III-Eis.csv|1|8|1
dan|dann|01-110-2-III-Eis.csv|627|651|621
gipt|gibt|01-110-2-III-Eis.csv|18|42|18
ine|eine|01-110-2-III-Eis.csv|2|9|1
eiskuge|Eiskugel|01-110-2-III-Eis.csv|1|1|1
dan|dann|01-110-2-III-Eis.csv|627|651|621
leken|lecken|01-110-2-III-Eis.csv|14|17|14
u|und|01-110-2-III-Eis.csv|5|106|2
eisman|Eismann|01-111-2-III-Eis.csv|4|10|4
schläkte|schleckte|01-111-2-III-Eis.csv|1|5|1
stolpate|stolperte|01-111-2-III-Eis.csv|3|7|3
we|weh|01-111-2-III-Eis.csv|4|4|4
glüklich|glücklich|01-111-2-III-Eis.csv|54|163|54
zusamen|zusammen|01-111-2-III-Eis.csv|36|44|36
glüklich|glücklich|01-111-2-III-Eis.csv|54|163|54
dan|dann|01-113-2-III-Eis.csv|627|651|621
dan|dann|01-113-2-III-Eis.csv|627|651|621
stolpat|stolpert|01-113-2-III-Eis.csv|9|27|9
üba|über|01-113-2-III-Eis.csv|7|35|7
dan|dann|01-113-2-III-Eis.csv|627|651|621
cemast|zermatscht|01-113-2-III-Eis.csv|1|1|1
gipt|gibt|01-113-2-III-Eis.csv|18|42|18
ap|ab|01-113-2-III-Eis.csv|26|30|26
zusamen|zusammen|01-113-2-III-Eis.csv|36|44|36
kletert|klettert|01-116-2-III-Eis.csv|7|8|7
troft|tropft|01-116-2-III-Eis.csv|5|9|5
merck|merkt|01-116-2-III-Eis.csv|1|16|1
geschtolpert|gestolpert|01-116-2-III-Eis.csv|3|14|3
kaft|kläfft|01-116-2-III-Eis.csv|1|4|1
wil|will|01-116-2-III-Eis.csv|95|157|95
jest|jetzt|01-116-2-III-Eis.csv|7|75|7
gemerckt|gemerkt|01-116-2-III-Eis.csv|4|10|4
gefalen|gefallen|01-116-2-III-Eis.csv|50|69|50
isst|ist|01-116-2-III-Eis.csv|5|33|5
dan|dann|01-116-2-III-Eis.csv|627|651|621
falt|fallt|01-116-2-III-Eis.csv|9|11|9
trofen|Tropfen|01-116-2-III-Eis.csv|9|14|8
Eisferkäufer|Eisverkäufer|01-122-2-III-Eis.csv|1|4|1
daf|darf|01-122-2-III-Eis.csv|1|2|1
den|denn|01-122-2-III-Eis.csv|122|119|117
Eerber|Erdbeer|01-122-2-III-Eis.csv|1|3|1
wil|will|01-122-2-III-Eis.csv|95|157|95
Wanile|Vanille|01-122-2-III-Eis.csv|1|4|1
wil|will|01-122-2-III-Eis.csv|95|157|95
krik|krieg|01-122-2-III-Eis.csv|1|4|1
nikch|nichts|01-122-2-III-Eis.csv|1|25|1
sis|sies|01-122-2-III-Eis.csv|2|1|1
bekomen|bekommen|01-122-2-III-Eis.csv|19|31|18
vegt|fängt|01-122-2-III-Eis.csv|3|29|1
stolpat|stolpert|01-122-2-III-Eis.csv|9|27|9
felt|fällt|01-122-2-III-Eis.csv|93|198|90
Sagtt|sagt|01-122-2-III-Eis.csv|1|52|1
dier|dir|01-122-2-III-Eis.csv|18|24|18
wegetan|wehgetan|01-122-2-III-Eis.csv|11|17|11
Stet|steht|01-122-2-III-Eis.csv|2|37|1
fon|von|01-122-2-III-Eis.csv|63|76|61
Dage|Danke|01-122-2-III-Eis.csv|1|7|1
Gehn|Gehen|01-124-2-III-Eis.csv|1|2|1
haden|haben|01-124-2-III-Eis.csv|6|19|6
talt|teilt|01-124-2-III-Eis.csv|1|6|1
gehn|gehen|01-124-2-III-Eis.csv|20|78|20
freulich|fröhlich|01-124-2-III-Eis.csv|3|92|3
kolen|holen|01-127-2-III-Eis.csv|1|11|1
schleker|schlecken|01-127-2-III-Eis.csv|1|1|1
venkt|fängt|01-127-2-III-Eis.csv|1|29|1
eimal|einmal|01-127-2-III-Eis.csv|29|62|29
wiel|fiel|01-127-2-III-Eis.csv|52|45|5
hörnschen|Hörnchen|01-127-2-III-Eis.csv|1|1|1
vrot|freut|01-127-2-III-Eis.csv|1|42|1
das|dass|01-127-2-III-Eis.csv|985|1017|981
gestolper|gestolpert|01-127-2-III-Eis.csv|1|14|1
trostet|tröstet|01-127-2-III-Eis.csv|2|8|2
si|sie|01-127-2-III-Eis.csv|51|86|46
ste|steh|01-127-2-III-Eis.csv|1|1|1
betagt|bedankt|01-127-2-III-Eis.csv|1|4|1
das|dass|01-127-2-III-Eis.csv|985|1017|981
ir|ihr|01-127-2-III-Eis.csv|27|40|27
si|sie|01-127-2-III-Eis.csv|51|86|46
zusamen|zusammen|01-127-2-III-Eis.csv|36|44|36
paKh|Park|01-127-2-III-Eis.csv|1|15|1
vars|wars|01-127-2-III-Eis.csv|1|2|1
Trupf|tropf|01-128-2-III-Eis.csv|1|1|1
Schupfs|schups|01-128-2-III-Eis.csv|1|1|1
Fellt|fällt|01-128-2-III-Eis.csv|1|198|1
runta|runter|01-128-2-III-Eis.csv|19|60|19
traurich|traurig|01-128-2-III-Eis.csv|54|119|54
fann|dann|01-128-2-III-Eis.csv|1|651|1
is|ist|01-128-2-III-Eis.csv|19|33|16
runterfale|runterfallen|01-128-2-III-Eis.csv|1|2|1
lasen|lassen|01-128-2-III-Eis.csv|7|7|7
sint|sind|01-128-2-III-Eis.csv|20|66|20
fru|froh|01-128-2-III-Eis.csv|1|35|1
belld|bellt|01-132-2-III-Eis.csv|1|138|1
leken|lecken|01-132-2-III-Eis.csv|14|17|14
schlukt|schluckt|01-132-2-III-Eis.csv|1|1|1
plözlisch|plötzlich|01-132-2-III-Eis.csv|1|62|1
stolbert|stolpert|01-132-2-III-Eis.csv|2|27|2
falt|fallt|01-132-2-III-Eis.csv|9|11|9
rend|rennt|01-132-2-III-Eis.csv|42|167|42
loss|los|01-132-2-III-Eis.csv|6|9|6
hingfalen|hingefallen|01-132-2-III-Eis.csv|2|11|2
weind|weint|01-132-2-III-Eis.csv|45|67|45
gibd|gibt|01-132-2-III-Eis.csv|1|42|1
wider|wieder|01-132-2-III-Eis.csv|178|207|178
wolten|wollten|01-134-2-III-Eis.csv|15|22|14
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
krekte|kriegte|01-134-2-III-Eis.csv|1|5|1
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
for|vor|01-134-2-III-Eis.csv|48|66|48
füse|Füße|01-134-2-III-Eis.csv|2|2|2
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
frist|frisst|01-134-2-III-Eis.csv|30|38|30
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
haten|hatten|01-134-2-III-Eis.csv|53|55|53
Eeis|Eis|01-134-2-III-Eis.csv|12|30|12
warn|waren|01-135-2-III-Eis.csv|20|40|20
wolte|wollte|01-135-2-III-Eis.csv|173|201|173
eiss|Eis|01-135-2-III-Eis.csv|1|30|1
aba|aber|01-135-2-III-Eis.csv|21|60|21
Körten|könnten|01-135-2-III-Eis.csv|1|3|1
dan|dann|01-135-2-III-Eis.csv|627|651|621
tröpfschen|Tröpfchen|01-135-2-III-Eis.csv|1|2|1
gegesen|gegessen|01-135-2-III-Eis.csv|15|21|15
dan|dann|01-135-2-III-Eis.csv|627|651|621
runta|runter|01-135-2-III-Eis.csv|19|60|19
gefalen|gefallen|01-135-2-III-Eis.csv|50|69|50
wolte|wollte|01-135-2-III-Eis.csv|173|201|173
dan|dann|01-135-2-III-Eis.csv|627|651|621
abgelekt|abgeleckt|01-135-2-III-Eis.csv|2|5|2
mer|mehr|01-135-2-III-Eis.csv|69|84|68
trauig|traurig|01-135-2-III-Eis.csv|4|119|4
allle|alle|01-135-2-III-Eis.csv|1|39|1
Eisdile|Eisdiele|01-136-2-III-Eis.csv|2|4|2
schpasiren|spazieren|01-136-2-III-Eis.csv|1|116|1
fält|fällt|01-136-2-III-Eis.csv|31|198|31
siene|seine|01-136-2-III-Eis.csv|1|4|1
gugt|guckt|01-136-2-III-Eis.csv|22|49|22
legt|leckt|01-136-2-III-Eis.csv|12|42|12
legt|leckt|01-136-2-III-Eis.csv|12|42|12
Bonden|Boden|01-136-2-III-Eis.csv|1|9|1
Eisdile|Eisdiele|01-138-2-III-Eis.csv|2|4|2
bestelen|bestellen|01-138-2-III-Eis.csv|1|1|1
das|dass|01-138-2-III-Eis.csv|985|1017|981
abkrikt|abkriegt|01-138-2-III-Eis.csv|1|1|1
jezt|jetzt|01-138-2-III-Eis.csv|14|75|14
feil|weil|01-138-2-III-Eis.csv|8|82|8
bisien|bisschen|01-138-2-III-Eis.csv|5|57|5
bekomt|bekommt|01-138-2-III-Eis.csv|10|11|10
for|vor|01-138-2-III-Eis.csv|48|66|48
stolbert|stolpert|01-138-2-III-Eis.csv|2|27|2
dichr|dir|01-138-2-III-Eis.csv|1|24|1
wider|wieder|01-138-2-III-Eis.csv|178|207|178
imer|immer|01-138-2-III-Eis.csv|45|59|45
dan|dann|01-139-2-III-Eis.csv|627|651|621
zusamen|zusammen|01-139-2-III-Eis.csv|36|44|36
rumtergefalen|runtergefallen|01-139-2-III-Eis.csv|1|28|1
haz|hats|01-139-2-III-Eis.csv|1|4|1
ekltra|extra|01-139-2-III-Eis.csv|1|6|1
